こむぎ　［小麦粉］　薄力粉　1等,349,8.3,1.5,2.5,75.8,110,20,0.5,0.3,0,0.11,0.03,0,0,(100 g： 182 mL、100 mL：55 g)
こむぎ　［小麦粉］　薄力粉　2等,345,9.3,1.9,2.6,74.3,130,23,0.9,0.7,0,0.21,0.04,0,0,(100 g： 182 mL、100 mL：55 g)
こむぎ　［小麦粉］　中力粉　1等,337,9.0,1.6,2.8,75.1,100,17,0.5,0.5,0,0.10,0.03,0,0,(100 g： 182 mL、100 mL：55 g)
こむぎ　［小麦粉］　中力粉　2等,346,9.7,1.8,2.1,74.0,110,24,1.1,0.6,0,0.22,0.04,0,0,(100 g： 182 mL、100 mL：55 g)
こむぎ　［小麦粉］　強力粉　1等,337,11.8,1.5,2.7,71.7,89,17,0.9,0.8,0,0.09,0.04,0,0,(100 g： 182 mL、100 mL：55 g)
こむぎ　［小麦粉］　強力粉　2等,343,12.6,1.7,2.1,70.6,86,21,1.0,1.0,0,0.13,0.04,0,0,(100 g： 182 mL、100 mL：55 g)
こむぎ　［小麦粉］　強力粉　全粒粉,320,12.8,2.9,11.2,68.2,330,26,3.1,3.0,0,0.34,0.09,0,0,(100 g： 182 mL、100 mL：55 g)
こむぎ　［小麦粉］　プレミックス粉　お好み焼き用,335,10.1,1.9,2.8,73.6,210,64,1.0,0.7,8,0.21,0.03,0,3.7,"加熱によりベーキングパウダーから発生する二酸化炭素等： 0.6 g 
(100 g： 182 mL、100 mL：55 g)"
こむぎ　［小麦粉］　プレミックス粉　ホットケーキ用,360,7.8,4.0,1.8,74.4,230,100,0.5,0.3,3,0.10,0.08,0,1.0,"加熱によりベーキングパウダーから発生する二酸化炭素等： 0.6 g
(100 g： 182 mL、100 mL：55 g)"
こむぎ　［小麦粉］　プレミックス粉　から揚げ用,311,10.2,1.2,2.6,70.0,280,110,1.2,0.7,56,0.15,0.07,0,9.7,"加熱によりベーキングパウダーから発生する二酸化炭素等： 0.1 g　
β-カロテン： 着色料として添加 
(100 g： 182 mL、100 mL：55 g)"
こむぎ　［小麦粉］　プレミックス粉　天ぷら用,337,8.8,1.3,2.5,76.1,160,140,0.6,0.5,4,0.12,0.99,0,0.5,"β-カロテン及びビタミンB2無添加のもの
加熱によりベーキングパウダーから発生する二酸化炭素等： 0.2 g 
(100 g： 182 mL、100 mL：55 g)"
こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター,136,3.3,0.5,1.0,30.2,67,84,0.2,0.1,39,0.04,0.16,0,0.2,"天ぷら粉39、水61
加熱によりベーキングパウダーから発生する二酸化炭素等： 0.1 g
食物繊維：AOAC2011.25法"
こむぎ　［小麦粉］　プレミックス粉　天ぷら用　バッター　揚げ,588,4.3,47.7,3.3,37.0,93,100,0.3,0.1,1,0.05,0.14,0,0.2,"別名： 揚げ玉、天かす
植物油（なたね油）
調理による脂質の増減：第1章表13参照
加熱によりベーキングパウダーから発生する二酸化炭素等： 0.2 g
食物繊維：AOAC2011.25法"
こむぎ　［パン類］　角形食パン　食パン,248,8.9,4.1,4.2,46.4,86,22,0.5,0.5,4,0.07,0.05,0,1.2,食物繊維：AOAC2011.25法
こむぎ　［パン類］　角形食パン　焼き,269,9.7,4.5,4.6,50.6,93,26,0.5,0.6,0,0.07,0.05,0,1.3,食物繊維：AOAC2011.25法
こむぎ　［パン類］　角形食パン　耳を除いたもの,226,8.2,3.7,3.8,42.6,78,20,0.4,0.4,5,0.06,0.05,0,1.1,"※ 耳の割合： 45 %、耳以外の割合 : 55 %
別名：サンドイッチ用食パン
食物繊維：AOAC2011.25法"
こむぎ　［パン類］　角形食パン　耳,273,9.7,4.5,4.7,50.8,92,23,0.5,0.6,7,0.06,0.06,0,1.3,"※ 耳の割合： 45 %、耳以外の割合 : 55 %
食物繊維：AOAC2011.25法"
こむぎ　［パン類］　食パン　リーンタイプ,246,8,3.7,2,47.5,67,12,0.6,0.6,0,0.1,0.05,0,1.3,
こむぎ　［パン類］　食パン　リッチタイプ,256,7.8,6,1.7,45.6,88,25,0.6,0.7,10,0.09,0.09,0,1.1,
こむぎ　［パン類］　山形食パン　食パン,246,7.8,3.5,1.8,47.9,76,18,0.6,0.6,0,0.08,0.06,0,1.3,別名：イギリスパン
こむぎ　［パン類］　コッペパン,259,8.5,3.8,2.0,49.1,95,37,1.0,0.7,0,0.08,0.08,0,1.3,
こむぎ　［パン類］　乾パン,386,9.5,4.4,3.1,78.8,160,30,1.2,0.6,0,0.14,0.06,0,1.2,
こむぎ　［パン類］　フランスパン,289,9.4,1.3,2.7,57.5,110,16,0.9,0.8,0,0.08,0.05,0,1.6,
こむぎ　［パン類］　ライ麦パン,252,8.4,2.2,5.6,52.7,190,16,1.4,1.3,0,0.16,0.06,0,1.2,主原料配合： ライ麦粉 50 %
こむぎ　［パン類］　全粒粉パン,251,7.9,5.7,4.5,45.5,140,14,1.3,0.4,0,0.17,0.07,0,1.0,
こむぎ　［パン類］　ぶどうパン,263,8.2,3.5,2.2,51.1,210,32,0.9,0.6,1,0.11,0.05,0,1.0,
こむぎ　［パン類］　ロールパン,309,10.1,9.0,2.0,48.6,110,44,0.7,0.8,15,0.10,0.06,0,1.2,
こむぎ　［パン類］　クロワッサン　レギュラータイプ,406,6.5,20.4,1.9,51.5,110,27,0.4,0.5,38,0.11,0.09,0,1.3,
こむぎ　［パン類］　クロワッサン　リッチタイプ,438,7.9,26.8,1.8,43.9,90,21,0.6,0.6,69,0.08,0.03,0,1.2,
こむぎ　［パン類］　くるみパン,292,8.2,12.6,2.4,38.7,150,35,0.8,0.9,6,0.11,0.09,0,0.8,
こむぎ　［パン類］　イングリッシュマフィン,224,8.1,3.6,1.2,40.8,84,53,0.9,0.8,1,0.15,0.08,0,1.2,
こむぎ　［パン類］　ナン,257,10.3,3.4,2.0,47.6,97,11,0.8,0.7,0,0.13,0.06,0,1.3,
こむぎ　［パン類］　ベーグル,270,9.6,2.0,2.5,54.6,97,24,1.3,0.7,0,0.19,0.08,0,1.2,
こむぎ　［うどん・そうめん類］　うどん　生,249,6.1,0.6,3.6,56.8,90,18,0.3,0.3,0,0.09,0.03,0,2.5,きしめん、ひもかわを含む
こむぎ　［うどん・そうめん類］　うどん　ゆで,95,2.6,0.4,1.3,21.6,9,6,0.2,0.1,0,0.02,0.01,0,0.3,きしめん、ひもかわを含む
こむぎ　［うどん・そうめん類］　うどん　半生うどん,296,7.8,3.4,4.1,62.5,98,22,0.6,0.3,0,0.1,0.03,0,3,
こむぎ　［うどん・そうめん類］　干しうどん　乾,333,8.5,1.1,2.4,71.9,130,17,0.6,0.4,0,0.08,0.02,0,4.3,
こむぎ　［うどん・そうめん類］　干しうどん　ゆで,117,3.1,0.5,0.7,25.8,14,7,0.2,0.1,0,0.02,0.01,0,0.5,
こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾,333,9.5,1.1,2.5,72.7,120,17,0.6,0.4,0,0.08,0.02,0,3.8,
こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで,114,3.5,0.4,0.9,25.8,5,6,0.2,0.2,0,0.02,0.01,0,0.2,
こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾,312,9.3,1.5,1.8,68.9,110,20,0.6,0.4,0,0.06,0.02,0,5.8,
こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで,119,3.5,0.6,1.0,25.5,5,6,0.2,0.1,0,0.03,0.01,0,0.3,
こむぎ　［中華めん類］　中華めん　生,249,8.6,1.2,5.4,55.7,350,21,0.5,0.4,0,0.02,0.02,0,1.0,
こむぎ　［中華めん類］　中華めん　ゆで,133,4.9,0.6,2.8,29.2,60,20,0.3,0.2,0,0.01,0.01,0,0.2,
こむぎ　［中華めん類］　半生中華めん　,305,9.9,4,6.2,61.2,430,21,0.7,0.4,0,0.07,0.03,0,1.2,
こむぎ　［中華めん類］　蒸し中華めん　蒸し中華めん,162,4.9,1.7,3.1,35.6,80,10,0.4,0.2,0,0,0.16,0,0.3,
こむぎ　［中華めん類］　蒸し中華めん  ソテー,211,5.2,4.9,3.6,38.9,87,10,0.4,0.2,0,0,0,0,0.3,
こむぎ　［中華めん類］　干し中華めん　乾,337,11.7,1.6,6.0,70.2,300,21,1.1,0.5,0,0.02,0.03,0,1.0,
こむぎ　［中華めん類］　干し中華めん　ゆで,132,4.9,0.5,2.6,27.5,42,13,0.4,0.2,0,0,0,0,0.2,
こむぎ　［中華めん類］　沖縄そば　生,266,9.2,2.0,2.1,54.2,340,11,0.7,1.1,0,0.02,0.04,0,2.1,別名：沖縄めん
こむぎ　［中華めん類］　沖縄そば　ゆで,132,5.2,0.8,1.5,28.0,80,9,0.4,0.6,0,0.01,0.02,0,0.4,別名：沖縄めん
こむぎ　［中華めん類］　干し沖縄そば　乾,317,12.0,1.7,2.1,67.8,130,23,1.5,0.4,0,0.12,0.05,0,4.3,別名：沖縄めん
こむぎ　［中華めん類］　干し沖縄そば　ゆで,132,5.2,0.6,1.5,28.6,10,11,0.5,0.1,0,0.02,0.02,0,0.5,別名：沖縄めん
こむぎ　［即席めん類］　即席中華めん　油揚げ味付け,424,10.1,16.7,2.5,63.5,260,430,1.0,0.5,0,1.46,1.67,0,6.4,"別名： インスタントラーメン
添付調味料等を含む"
こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含むもの）,439,10.1,19.1,2.4,61.4,150,230,0.9,0.5,14,0.55,0.83,0,5.6,"別名： インスタントラーメン
調理前のもの、添付調味料等を含む"
こむぎ　［即席めん類］　即席中華めん　油揚げ　調理後全体　（添付調味料等を含むもの）,100,2.3,4.4,0.5,13.4,33,28,0.2,0.1,3,0.02,0.13,0,1.1,"添付調味料等を含む
01057即席中華めん、油揚げ、乾より推計"
こむぎ　［即席めん類］　即席中華めん　油揚げ　ゆで　（添付調味料等を含まないもの）,189,3.9,7.7,2.6,27.9,34,95,0.2,0.2,1,0.05,0.06,0,0.4,添付調味料等を含まない
こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含まないもの）,461,8.9,19.6,5.5,65.5,150,220,0.6,0.4,1,0.16,0.19,0,1.5,"調理前のもの、添付調味料等を除く
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含むもの）,336,10.3,5.2,2.3,67.1,260,110,0.8,0.4,5,0.21,0.04,0,6.9,"別名： インスタントラーメン
調理前のもの、添付調味料等を含む"
こむぎ　［即席めん類］　即席中華めん　非油揚げ　調理後全体　（添付調味料等を含むもの）,93,3,0.8,0.6,18.7,68,6,0.2,0.1,2,0.01,0.01,0,1.1,"添付調味料等を含む
01058即席中華めん、非油揚げ、乾より推計"
こむぎ　［即席めん類］　即席中華めん　非油揚げ　ゆで　（添付調味料等を含まないもの）,139,3.4,0.8,2.7,31.0,64,94,0.2,0.2,31,0,0,0,0.6,"添付調味料等を含まない
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含まないもの）,337,8.5,1.9,6.5,75.2,310,230,0.6,0.4,62,0.01,0.01,0,3.0,調理前のもの、添付調味料等を除く
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）,422,10.9,18.5,5.8,58.6,190,190,0.7,0.5,290,0.90,0.61,2,5.8,"調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後全体　（添付調味料等を含むもの）,92,2.5,4.2,1.3,13.2,43,43,0.2,0.1,65,0.2,0.14,1,1.3,"添付調味料等を含む
01193中華スタイル即席カップめん、油揚げ、塩味、乾より推計
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後のめん　（スープを残したもの）,175,3.8,7.7,2.2,25.2,37,76,0.3,0.2,65,0.19,0.14,0,1.1,"添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　乾　（添付調味料等を含むもの）,417,10.0,19.1,6.1,54.6,180,200,0.8,0.5,130,0.61,0.52,2,6.3,"調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後全体　（添付調味料等を含むもの）,90,2.3,4.5,1.4,12.9,43,46,0.2,0.1,31,0.14,0.12,1,1.5,"添付調味料等を含む
01191中華スタイル即席カップめん、油揚げ、しょうゆ味、乾より推計
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後のめん　（スープを残したもの）,142,3.0,5.8,1.9,20.7,33,74,0.2,0.1,9,0.15,0.14,0,1.1,"添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　乾　（添付調味料等を含むもの）,401,8.2,18.6,5.7,57.5,180,180,1.0,0.4,51,0.48,0.66,1,3.8,"別名： カップ焼きそば
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　調理後全体　（添付調味料等を含むもの）,222,5,11.3,3.3,34.2,100,94,0.4,0.3,19,0.28,0.3,2,2.3,"添付調味料等を含む
01060中華スタイル即席カップめん、油揚げ、焼きそば、乾より推計
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　乾　（添付調味料等を含むもの）,314,9.2,5.8,6.4,62.6,250,48,1.2,0.4,140,0.16,0.13,1,7.1,"別名： カップラーメン
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後全体　（添付調味料等を含むもの）,66,2.5,2.1,1.5,10.2,77,44,0.2,0.1,30,0.1,0.1,2,1.4,"添付調味料等を含む
01061中華スタイル即席カップめん、非油揚げ、乾より推計
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後のめん　（スープを残したもの）,121,3.4,1.3,2.5,25.3,53,76,0.3,0.1,5,0.05,0.06,0,1.0,"添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）,439,10.9,19.8,6.0,56.1,150,170,1.3,0.5,53,0.11,0.05,1,6.7,"別名： カップうどん
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）,91,2.2,4.7,1.4,11.2,34,41,0.2,0.1,6,0.19,0.08,2,1.4,"添付調味料等を含む
01062和風スタイル即席カップめん、油揚げ、乾より推計
食物繊維：AOAC2011.25法"
こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）,163,2.7,7.2,2.4,24.4,26,78,0.2,0.1,1,0.15,0.06,1,1.1,"添付調味料等を含む
食物繊維：AOAC2011.25法"
こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,347,12.9,1.8,5.4,73.1,200,18,1.4,1.5,9,0.19,0.06,0,0,食物繊維：AOAC2011.25法
こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,150,5.8,0.9,3.0,32.2,14,8,0.7,0.7,0,0.06,0.03,0,1.2,"1.5 %食塩水でゆでた場合
食物繊維：AOAC2011.25法"
こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,186,5.5,5.8,2.9,30.5,13,8,0.7,0.7,0,0.06,0.03,0,1.1,"原材料配合割合： マカロニ・スパゲッティゆで95、なたね油5
食物繊維：AOAC2011.25法"
こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,232,7.8,1.9,1.5,46.9,76,12,0.5,0.5,0,0.05,0.04,0,1.2,"デュラム小麦100 %以外のものも含む
ビタミンB2無添加のもの"
こむぎ　［ふ類］　生ふ,161,12.7,0.8,0.5,26.2,30,13,1.3,1.8,0,0.08,0.03,0,0,
こむぎ　［ふ類］　焼きふ　釜焼きふ,357,28.5,2.7,3.7,56.9,120,33,3.3,2.2,0,0.16,0.07,0,0,平釜焼きふ（小町ふ、切りふ、おつゆふ等）及び型釜焼きふ（花ふ等）
こむぎ　［ふ類］　焼きふ　板ふ,351,25.6,3.3,3.8,57.3,220,31,4.9,2.9,0,0.20,0.08,0,0.5,
こむぎ　［ふ類］　焼きふ　車ふ,361,30.2,3.4,2.6,54.2,130,25,4.2,2.7,0,0.12,0.07,0,0.3,
こむぎ　［ふ類］　油ふ,547,22.7,35.3,0,34.4,71,19,1.7,1.4,1,0.07,0.03,0,0.1,
こむぎ　［その他］　小麦はいが,391,32.0,11.6,14.3,48.3,1100,42,9.4,16.0,63,1.82,0.71,0,0,試料： 焙焼品
こむぎ　［その他］　小麦たんぱく　粉末状,398,72.0,9.7,2.4,10.6,90,75,6.6,5.0,12,0.03,0.12,0,0.2,
こむぎ　［その他］　小麦たんぱく　粒状,101,20.0,2.0,0.4,1.8,3,14,1.8,1.4,0,0.02,0.01,0,0.1,試料： 冷凍品
こむぎ　［その他］　小麦たんぱく　ペースト状,145,25.0,4.1,0.5,3.9,39,30,3.0,2.4,6,0.20,0.03,0,0.6,試料： 冷凍品
こむぎ　［その他］　かやきせんべい,359,10.6,1.9,0,75.1,150,19,0.8,0.6,1,0.17,0.02,0,2.5,別名： おつゆせんべい
こむぎ　［その他］　ぎょうざの皮　生,275,9.3,1.4,2.2,57.0,64,16,0.8,0.6,0,0.08,0.04,0,0,
こむぎ　［その他］　しゅうまいの皮　生,275,8.3,1.4,2.2,58.9,72,16,0.6,0.5,0,0.09,0.04,0,0,
こむぎ　［その他］　春巻きの皮　生,288,8.3,1.6,4.5,62.2,77,13,0.3,0.3,0,0.03,0.01,0,1.1,食物繊維：AOAC2011.25法
こむぎ　［その他］　春巻きの皮　揚げ,512,7.2,30.7,4.2,53.7,66,11,0.3,0.3,0,0.02,0.01,0,0.9,"植物油（なたね油）
調理による脂質の増減：第1章表13参照
食物繊維：AOAC2011.25法"
こむぎ　［その他］　ピザ生地,265,9.1,3.0,2.3,51.1,91,13,0.8,0.6,0,0.15,0.11,0,1.3,別名： ピザクラスト
こむぎ　［その他］　ちくわぶ,160,7.1,1.2,1.5,31.1,3,8,0.5,0.2,0,0.01,0.02,0,0,
こむぎ　［その他］　パン粉　生,277,11.0,5.1,3.0,47.6,110,25,1.1,0.7,3,0.11,0.02,0,0.9,(100 g：621 mL、100 mL：16.1 g)
こむぎ　［その他］　パン粉　半生,315,12.5,5.8,3.5,54.3,130,28,1.2,0.8,4,0.13,0.03,0,1.0,
こむぎ　［その他］　パン粉　乾燥,369,14.6,6.8,4.0,63.4,150,33,1.4,0.9,4,0.15,0.03,0,1.2,(100 g：498 mL、100 mL：16 g)
こむぎ　［その他］　冷めん　生,249,3.9,0.7,1.1,57.6,59,11,0.3,0.2,0,0.04,0,0,1.3,
こめ　［水稲穀粒］　玄米,346,6.8,2.7,3.0,74.3,230,9,2.1,1.8,1,0.41,0.04,0,0,"うるち米
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　半つき米,345,6.5,1.8,1.4,75.9,150,7,1.5,1.6,0,0.30,0.03,0,0,"うるち米
歩留り： 95～96 %
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　七分つき米,348,6.3,1.5,0.9,76.6,120,6,1.3,1.5,0,0.24,0.03,0,0,"うるち米
歩留り： 92～94 %
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　精白米　うるち米,342,6.1,0.9,0.5,77.6,89,5,0.8,1.4,0,0.08,0.02,0,0,"うるち米
歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　精白米　もち米,343,6.4,1.2,0.5,77.2,97,5,0.2,1.5,0,0.12,0.02,0,0,"歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　精白米　インディカ米,347,7.4,0.9,0.5,77.7,68,5,0.5,1.6,0,0.06,0.02,0,0,"うるち米 歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　はいが精米,343,6.5,2.0,1.3,75.8,150,7,0.9,1.6,0,0.23,0.03,0,0,"うるち米
歩留り： 91～93 %
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　発芽玄米,339,6.5,3.3,3.1,74.3,160,13,1.0,1.9,0,0.35,0.02,0,0,"うるち米
試料： ビタミンB1強化品含む
(100 g：120 mL、100 mL：83 g)"
こめ　［水稲穀粒］　赤米,344,8.5,3.3,6.5,71.9,290,12,1.2,2.4,3,0.38,0.05,0,0,"ポリフェノール：0.4ｇ
食物繊維：AOAC2011.25法"
こめ　［水稲穀粒］　黒米,341,7.8,3.2,5.6,72.0,270,15,0.9,1.9,32,0.39,0.10,0,0,"ポリフェノール：0.5ｇ
食物繊維：AOAC2011.25法"
こめ　［水稲めし］　玄米,152,2.8,1.0,1.4,35.6,95,7,0.6,0.8,0,0.16,0.02,0,0,"うるち米
玄米47 g相当量を含む"
こめ　［水稲めし］　半つき米,154,2.7,0.6,0.8,36.4,43,4,0.2,0.7,0,0.08,0.01,0,0,"うるち米
半つき米47 g相当量を含む"
こめ　［水稲めし］　七分つき米,160,2.6,0.5,0.5,36.7,35,4,0.2,0.7,0,0.06,0.01,0,0,"うるち米
七分つき米47 g相当量を含む"
こめ　［水稲めし］　精白米　インディカ米,184,3.8,0.4,0.4,41.5,31,2,0.2,0.8,0,0.02,0,0,0,精白米51 g相当量を含む
こめ　［水稲めし］　精白米　うるち米,156,2.5,0.3,1.5,37.1,29,3,0.1,0.6,0,0.02,0.01,0,0,"精白米47 g相当量を含む
食物繊維：AOAC2011.25法"
こめ　［水稲めし］　精白米　もち米,188,3.5,0.5,0.4,43.9,28,2,0.1,0.8,0,0.03,0.01,0,0,精白米55 g相当量を含む
こめ　［水稲めし］　はいが精米,159,2.7,0.6,0.8,36.4,51,5,0.2,0.7,0,0.08,0.01,0,0,"うるち米
はいが精白米47 g相当量を含む"
こめ　［水稲めし］　発芽玄米,161,3.0,1.4,1.8,35.0,68,6,0.4,0.9,0,0.13,0.01,0,0,"うるち米
発芽玄米47 g相当量を含む
試料： ビタミンB1強化品含む"
こめ　［水稲めし］　赤米,150,3.8,1.3,3.4,32.7,120,5,0.5,1.0,1,0.15,0.02,0,0,"ポリフェノール：（0.2）ｇ
食物繊維：AOAC2011.25法"
こめ　［水稲めし］　黒米,150,3.6,1.4,3.3,32.2,130,7,0.4,0.9,8,0.14,0.04,0,0,"ポリフェノール：（0.2）ｇ
食物繊維：AOAC2011.25法"
こめ　［水稲軟めし］　精白米,113,1.8,0.3,1.1,26.4,20,3,0.1,0.4,0,0.02,0.01,0,0,"別名： なんはん、なんばん、やわらかめし
うるち米
食物繊維：AOAC2011.25法"
こめ　［水稲全かゆ］　玄米,64,1.2,0.4,0.6,15.2,41,3,0.2,0.3,0,0.07,0.01,0,0,"うるち米
5倍かゆ
玄米20 g相当量を含む"
こめ　［水稲全かゆ］　半つき米,65,1.1,0.3,0.3,15.5,18,2,0.1,0.3,0,0.03,0,0,0,"うるち米
5倍かゆ
半つき米20 g相当量を含む"
こめ　［水稲全かゆ］　七分つき米,68,1.1,0.2,0.2,15.6,15,2,0.1,0.3,0,0.03,0,0,0,"うるち米
5倍かゆ
七分つき米20 g相当量を含む"
こめ　［水稲全かゆ］　精白米,65,1.1,0.1,0.1,15.7,12,1,0,0.3,0,0.01,0,0,0,"うるち米
5倍かゆ
精白米20 g相当量を含む"
こめ　［水稲五分かゆ］　玄米,32,0.6,0.2,0.3,7.6,20,1,0.1,0.2,0,0.03,0,0,0,"うるち米
10倍かゆ
玄米10 g相当量を含む"
こめ　［水稲五分かゆ］　半つき米,32,0.6,0.1,0.1,7.7,9,1,0,0.2,0,0.02,0,0,0,"うるち米
10倍かゆ
半つき米10 g相当量を含む"
こめ　［水稲五分かゆ］　七分つき米,32,0.6,0.1,0.1,7.7,8,1,0,0.1,0,0.01,0,0,0,"うるち米
10倍かゆ
七分つき米10 g相当量を含む"
こめ　［水稲五分かゆ］　精白米,33,0.5,0.1,0.1,7.9,6,1,0,0.1,0,0,0,0,0,"うるち米
10倍かゆ
精白米10 g相当量を含む"
こめ　［水稲おもゆ］　玄米,19,0.4,0.1,0.2,4.4,12,1,0.1,0.1,0,0.02,0,0,0,"うるち米
弱火で加熱、ガーゼでこしたもの
玄米6 g相当量を含む"
こめ　［水稲おもゆ］　半つき米,19,0.3,0.1,0.1,4.6,5,1,0,0.1,0,0.01,0,0,0,"うるち米
弱火で加熱、ガーゼでこしたもの
半つき米6 g相当量を含む"
こめ　［水稲おもゆ］　七分つき米,20,0.3,0.1,0,4.6,4,1,0,0.1,0,0.01,0,0,0,"うるち米
弱火で加熱、ガーゼでこしたもの
七分つき米6 g相当量を含む"
